settlement_id,payment_id,utr,merchant_id,bank_account_num,ifsc,gross_amount_inr,net_amount_inr,status,failure_reason,initiated_at,settled_at
setl_demo_0289,pay_demo_0289,DEMO00000000289,acc_demo_015,XXXXXX9289,HDFC0001234,9993.0,9757.17,processed,,2026-09-07 08:00:00,2026-09-07 10:00:00
setl_demo_0290,pay_demo_0290,DEMO00000000290,acc_demo_016,XXXXXX9290,HDFC0001234,230.0,224.57,processed,,2026-09-07 11:00:00,2026-09-07 13:00:00
setl_demo_0291,pay_demo_0291,DEMO00000000291,acc_demo_017,XXXXXX9291,HDFC0001234,367.0,358.34,processed,,2026-09-07 14:00:00,2026-09-07 16:00:00
setl_demo_0292,pay_demo_0292,DEMO00000000292,acc_demo_018,XXXXXX9292,HDFC0001234,504.0,492.11,processed,,2026-09-07 17:00:00,2026-09-07 19:00:00
setl_demo_0293,pay_demo_0293,DEMO00000000293,acc_demo_019,XXXXXX9293,HDFC0001234,641.0,625.87,processed,,2026-09-07 20:00:00,2026-09-07 22:00:00
setl_demo_0294,pay_demo_0294,DEMO00000000294,acc_demo_020,XXXXXX9294,HDFC0001234,778.0,759.64,processed,,2026-09-07 23:00:00,2026-09-08 01:00:00
setl_demo_0295,pay_demo_0295,DEMO00000000295,acc_demo_021,XXXXXX9295,HDFC0001234,915.0,893.41,processed,,2026-09-08 02:00:00,2026-09-08 04:00:00
setl_demo_0296,pay_demo_0296,DEMO00000000296,acc_demo_022,XXXXXX9296,HDFC0001234,1052.0,1027.17,processed,,2026-09-08 05:00:00,2026-09-08 07:00:00
setl_demo_0297,pay_demo_0297,DEMO00000000297,acc_demo_023,XXXXXX9297,HDFC0001234,1189.0,1160.94,processed,,2026-09-08 08:00:00,2026-09-08 10:00:00
setl_demo_0298,pay_demo_0298,DEMO00000000298,acc_demo_024,XXXXXX9298,HDFC0001234,1326.0,1294.71,processed,,2026-09-08 11:00:00,2026-09-08 13:00:00
setl_demo_0299,pay_demo_0299,DEMO00000000299,acc_demo_025,XXXXXX9299,HDFC0001234,1463.0,1428.47,processed,,2026-09-08 14:00:00,2026-09-08 16:00:00
setl_demo_0300,pay_demo_0300,,acc_demo_001,XXXXXX9300,HDFC0001234,1600.0,1562.24,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-08 17:00:00,
setl_demo_0301,pay_demo_0301,DEMO00000000301,acc_demo_002,XXXXXX9301,HDFC0001234,1737.0,1696.01,processed,,2026-09-08 20:00:00,2026-09-08 22:00:00
setl_demo_0302,pay_demo_0302,DEMO00000000302,acc_demo_003,XXXXXX9302,HDFC0001234,1874.0,1829.77,processed,,2026-09-08 23:00:00,2026-09-09 01:00:00
setl_demo_0303,pay_demo_0303,DEMO00000000303,acc_demo_004,XXXXXX9303,HDFC0001234,2011.0,1963.54,processed,,2026-09-09 02:00:00,2026-09-09 04:00:00
setl_demo_0304,pay_demo_0304,DEMO00000000304,acc_demo_005,XXXXXX9304,HDFC0001234,2148.0,2097.31,processed,,2026-09-09 05:00:00,2026-09-09 07:00:00
setl_demo_0305,pay_demo_0305,DEMO00000000305,acc_demo_006,XXXXXX9305,HDFC0001234,2285.0,2231.07,processed,,2026-09-09 08:00:00,2026-09-09 10:00:00
setl_demo_0306,pay_demo_0306,DEMO00000000306,acc_demo_007,XXXXXX9306,HDFC0001234,2422.0,2364.84,processed,,2026-09-09 11:00:00,2026-09-09 13:00:00
setl_demo_0307,pay_demo_0307,DEMO00000000307,acc_demo_008,XXXXXX9307,HDFC0001234,2559.0,2498.61,processed,,2026-09-09 14:00:00,2026-09-09 16:00:00
setl_demo_0308,pay_demo_0308,DEMO00000000308,acc_demo_009,XXXXXX9308,HDFC0001234,2696.0,2632.37,processed,,2026-09-09 17:00:00,2026-09-09 19:00:00
setl_demo_0309,pay_demo_0309,DEMO00000000309,acc_demo_010,XXXXXX9309,HDFC0001234,2833.0,2766.14,processed,,2026-09-09 20:00:00,2026-09-09 22:00:00
setl_demo_0310,pay_demo_0310,DEMO00000000310,acc_demo_011,XXXXXX9310,HDFC0001234,2970.0,2899.91,processed,,2026-09-09 23:00:00,2026-09-10 01:00:00
setl_demo_0311,pay_demo_0311,DEMO00000000311,acc_demo_012,XXXXXX9311,HDFC0001234,3107.0,3033.67,processed,,2026-09-10 02:00:00,2026-09-10 04:00:00
setl_demo_0312,pay_demo_0312,DEMO00000000312,acc_demo_013,XXXXXX9312,HDFC0001234,3244.0,3167.44,processed,,2026-09-10 05:00:00,2026-09-10 07:00:00
setl_demo_0313,pay_demo_0313,DEMO00000000313,acc_demo_014,XXXXXX9313,HDFC0001234,3381.0,3301.21,processed,,2026-09-10 08:00:00,2026-09-10 10:00:00
setl_demo_0314,pay_demo_0314,DEMO00000000314,acc_demo_015,XXXXXX9314,HDFC0001234,3518.0,3434.98,processed,,2026-09-10 11:00:00,2026-09-10 13:00:00
setl_demo_0315,pay_demo_0315,DEMO00000000315,acc_demo_016,XXXXXX9315,HDFC0001234,3655.0,3568.74,processed,,2026-09-10 14:00:00,2026-09-10 16:00:00
setl_demo_0316,pay_demo_0316,DEMO00000000316,acc_demo_017,XXXXXX9316,HDFC0001234,3792.0,3702.51,processed,,2026-09-10 17:00:00,2026-09-10 19:00:00
setl_demo_0317,pay_demo_0317,DEMO00000000317,acc_demo_018,XXXXXX9317,HDFC0001234,3929.0,3836.28,processed,,2026-09-10 20:00:00,2026-09-10 22:00:00
setl_demo_0318,pay_demo_0318,DEMO00000000318,acc_demo_019,XXXXXX9318,HDFC0001234,4066.0,3970.04,processed,,2026-09-10 23:00:00,2026-09-11 01:00:00
setl_demo_0319,pay_demo_0319,DEMO00000000319,acc_demo_020,XXXXXX9319,HDFC0001234,4203.0,4103.81,processed,,2026-09-11 02:00:00,2026-09-11 04:00:00
setl_demo_0320,pay_demo_0320,,acc_demo_021,XXXXXX9320,HDFC0001234,4340.0,4237.58,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-11 05:00:00,
setl_demo_0321,pay_demo_0321,DEMO00000000321,acc_demo_022,XXXXXX9321,HDFC0001234,4477.0,4371.34,processed,,2026-09-11 08:00:00,2026-09-11 10:00:00
setl_demo_0322,pay_demo_0322,DEMO00000000322,acc_demo_023,XXXXXX9322,HDFC0001234,4614.0,4505.11,processed,,2026-09-11 11:00:00,2026-09-11 13:00:00
setl_demo_0323,pay_demo_0323,DEMO00000000323,acc_demo_024,XXXXXX9323,HDFC0001234,4751.0,4638.88,processed,,2026-09-11 14:00:00,2026-09-11 16:00:00
setl_demo_0324,pay_demo_0324,DEMO00000000324,acc_demo_025,XXXXXX9324,HDFC0001234,4888.0,4772.64,processed,,2026-09-11 17:00:00,2026-09-11 19:00:00
setl_demo_0325,pay_demo_0325,DEMO00000000325,acc_demo_001,XXXXXX9325,HDFC0001234,5025.0,4906.41,processed,,2026-09-11 20:00:00,2026-09-11 22:00:00
setl_demo_0326,pay_demo_0326,DEMO00000000326,acc_demo_002,XXXXXX9326,HDFC0001234,5162.0,5040.18,processed,,2026-09-11 23:00:00,2026-09-12 01:00:00
setl_demo_0327,pay_demo_0327,DEMO00000000327,acc_demo_003,XXXXXX9327,HDFC0001234,5299.0,5173.94,processed,,2026-09-12 02:00:00,2026-09-12 04:00:00
setl_demo_0328,pay_demo_0328,DEMO00000000328,acc_demo_004,XXXXXX9328,HDFC0001234,5436.0,5307.71,processed,,2026-09-12 05:00:00,2026-09-12 07:00:00
setl_demo_0329,pay_demo_0329,,acc_demo_005,XXXXXX9329,HDFC0001234,5573.0,5441.48,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-09-12 08:00:00,
setl_demo_0330,pay_demo_0330,DEMO00000000330,acc_demo_006,XXXXXX9330,HDFC0001234,5710.0,5575.24,processed,,2026-09-12 11:00:00,2026-09-12 13:00:00
setl_demo_0331,pay_demo_0331,DEMO00000000331,acc_demo_007,XXXXXX9331,HDFC0001234,5847.0,5709.01,processed,,2026-09-12 14:00:00,2026-09-12 16:00:00
setl_demo_0332,pay_demo_0332,DEMO00000000332,acc_demo_008,XXXXXX9332,HDFC0001234,5984.0,5842.78,processed,,2026-09-12 17:00:00,2026-09-12 19:00:00
setl_demo_0333,pay_demo_0333,DEMO00000000333,acc_demo_009,XXXXXX9333,HDFC0001234,6121.0,5976.54,processed,,2026-09-12 20:00:00,2026-09-12 22:00:00
setl_demo_0334,pay_demo_0334,DEMO00000000334,acc_demo_010,XXXXXX9334,HDFC0001234,6258.0,6110.31,processed,,2026-09-12 23:00:00,2026-09-13 01:00:00
setl_demo_0335,pay_demo_0335,DEMO00000000335,acc_demo_011,XXXXXX9335,HDFC0001234,6395.0,6244.08,processed,,2026-09-13 02:00:00,2026-09-13 04:00:00
setl_demo_0336,pay_demo_0336,DEMO00000000336,acc_demo_012,XXXXXX9336,HDFC0001234,6532.0,6377.84,processed,,2026-09-13 05:00:00,2026-09-13 07:00:00
setl_demo_0337,pay_demo_0337,DEMO00000000337,acc_demo_013,XXXXXX9337,HDFC0001234,6669.0,6511.61,processed,,2026-09-13 08:00:00,2026-09-13 10:00:00
setl_demo_0338,pay_demo_0338,DEMO00000000338,acc_demo_014,XXXXXX9338,HDFC0001234,6806.0,6645.38,processed,,2026-09-13 11:00:00,2026-09-13 13:00:00
setl_demo_0339,pay_demo_0339,DEMO00000000339,acc_demo_015,XXXXXX9339,HDFC0001234,6943.0,6779.15,processed,,2026-09-13 14:00:00,2026-09-13 16:00:00
setl_demo_0340,pay_demo_0340,,acc_demo_016,XXXXXX9340,HDFC0001234,7080.0,6912.91,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-13 17:00:00,
setl_demo_0341,pay_demo_0341,DEMO00000000341,acc_demo_017,XXXXXX9341,HDFC0001234,7217.0,7046.68,processed,,2026-09-13 20:00:00,2026-09-13 22:00:00
setl_demo_0342,pay_demo_0342,DEMO00000000342,acc_demo_018,XXXXXX9342,HDFC0001234,7354.0,7180.45,processed,,2026-09-13 23:00:00,2026-09-14 01:00:00
setl_demo_0343,pay_demo_0343,DEMO00000000343,acc_demo_019,XXXXXX9343,HDFC0001234,7491.0,7314.21,processed,,2026-09-14 02:00:00,2026-09-14 04:00:00
setl_demo_0344,pay_demo_0344,DEMO00000000344,acc_demo_020,XXXXXX9344,HDFC0001234,7628.0,7447.98,processed,,2026-09-14 05:00:00,2026-09-14 07:00:00
setl_demo_0345,pay_demo_0345,DEMO00000000345,acc_demo_021,XXXXXX9345,HDFC0001234,7765.0,7581.75,processed,,2026-09-14 08:00:00,2026-09-14 10:00:00
setl_demo_0346,pay_demo_0346,DEMO00000000346,acc_demo_022,XXXXXX9346,HDFC0001234,7902.0,7715.51,processed,,2026-09-14 11:00:00,2026-09-14 13:00:00
setl_demo_0347,pay_demo_0347,DEMO00000000347,acc_demo_023,XXXXXX9347,HDFC0001234,8039.0,7849.28,processed,,2026-09-14 14:00:00,2026-09-14 16:00:00
setl_demo_0348,pay_demo_0348,DEMO00000000348,acc_demo_024,XXXXXX9348,HDFC0001234,8176.0,7983.05,processed,,2026-09-14 17:00:00,2026-09-14 19:00:00
setl_demo_0349,pay_demo_0349,DEMO00000000349,acc_demo_025,XXXXXX9349,HDFC0001234,8313.0,8116.81,processed,,2026-09-14 20:00:00,2026-09-14 22:00:00
setl_demo_0350,pay_demo_0350,DEMO00000000350,acc_demo_001,XXXXXX9350,HDFC0001234,8450.0,8250.58,processed,,2026-09-14 23:00:00,2026-09-15 01:00:00
setl_demo_0351,pay_demo_0351,DEMO00000000351,acc_demo_002,XXXXXX9351,HDFC0001234,8587.0,8384.35,processed,,2026-09-15 02:00:00,2026-09-15 04:00:00
setl_demo_0352,pay_demo_0352,DEMO00000000352,acc_demo_003,XXXXXX9352,HDFC0001234,8724.0,8518.11,processed,,2026-09-15 05:00:00,2026-09-15 07:00:00
setl_demo_0353,pay_demo_0353,DEMO00000000353,acc_demo_004,XXXXXX9353,HDFC0001234,8861.0,8651.88,processed,,2026-09-15 08:00:00,2026-09-15 10:00:00
setl_demo_0354,pay_demo_0354,DEMO00000000354,acc_demo_005,XXXXXX9354,HDFC0001234,8998.0,8785.65,processed,,2026-09-15 11:00:00,2026-09-15 13:00:00
setl_demo_0355,pay_demo_0355,DEMO00000000355,acc_demo_006,XXXXXX9355,HDFC0001234,9135.0,8919.41,processed,,2026-09-15 14:00:00,2026-09-15 16:00:00
setl_demo_0356,pay_demo_0356,DEMO00000000356,acc_demo_007,XXXXXX9356,HDFC0001234,9272.0,9053.18,processed,,2026-09-15 17:00:00,2026-09-15 19:00:00
setl_demo_0357,pay_demo_0357,DEMO00000000357,acc_demo_008,XXXXXX9357,HDFC0001234,9409.0,9186.95,processed,,2026-09-15 20:00:00,2026-09-15 22:00:00
setl_demo_0358,pay_demo_0358,DEMO00000000358,acc_demo_009,XXXXXX9358,HDFC0001234,9546.0,9320.71,processed,,2026-09-15 23:00:00,2026-09-16 01:00:00
setl_demo_0359,pay_demo_0359,DEMO00000000359,acc_demo_010,XXXXXX9359,HDFC0001234,9683.0,9454.48,processed,,2026-09-16 02:00:00,2026-09-16 04:00:00
setl_demo_0360,pay_demo_0360,,acc_demo_011,XXXXXX9360,HDFC0001234,9820.0,9588.25,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-16 05:00:00,
setl_demo_0361,pay_demo_0361,DEMO00000000361,acc_demo_012,XXXXXX9361,HDFC0001234,9957.0,9722.01,processed,,2026-09-16 08:00:00,2026-09-16 10:00:00
setl_demo_0362,pay_demo_0362,DEMO00000000362,acc_demo_013,XXXXXX9362,HDFC0001234,194.0,189.42,processed,,2026-09-16 11:00:00,2026-09-16 13:00:00
setl_demo_0363,pay_demo_0363,DEMO00000000363,acc_demo_014,XXXXXX9363,HDFC0001234,331.0,323.19,processed,,2026-09-16 14:00:00,2026-09-16 16:00:00
setl_demo_0364,pay_demo_0364,DEMO00000000364,acc_demo_015,XXXXXX9364,HDFC0001234,468.0,456.96,processed,,2026-09-16 17:00:00,2026-09-16 19:00:00
setl_demo_0365,pay_demo_0365,DEMO00000000365,acc_demo_016,XXXXXX9365,HDFC0001234,605.0,590.72,processed,,2026-09-16 20:00:00,2026-09-16 22:00:00
setl_demo_0366,pay_demo_0366,DEMO00000000366,acc_demo_017,XXXXXX9366,HDFC0001234,742.0,724.49,processed,,2026-09-16 23:00:00,2026-09-17 01:00:00
setl_demo_0367,pay_demo_0367,DEMO00000000367,acc_demo_018,XXXXXX9367,HDFC0001234,879.0,858.26,processed,,2026-09-17 02:00:00,2026-09-17 04:00:00
setl_demo_0368,pay_demo_0368,DEMO00000000368,acc_demo_019,XXXXXX9368,HDFC0001234,1016.0,992.02,processed,,2026-09-17 05:00:00,2026-09-17 07:00:00
setl_demo_0369,pay_demo_0369,DEMO00000000369,acc_demo_020,XXXXXX9369,HDFC0001234,1153.0,1125.79,processed,,2026-09-17 08:00:00,2026-09-17 10:00:00
setl_demo_0370,pay_demo_0370,DEMO00000000370,acc_demo_021,XXXXXX9370,HDFC0001234,1290.0,1259.56,processed,,2026-09-17 11:00:00,2026-09-17 13:00:00
setl_demo_0371,pay_demo_0371,DEMO00000000371,acc_demo_022,XXXXXX9371,HDFC0001234,1427.0,1393.32,processed,,2026-09-17 14:00:00,2026-09-17 16:00:00
setl_demo_0372,pay_demo_0372,DEMO00000000372,acc_demo_023,XXXXXX9372,HDFC0001234,1564.0,1527.09,processed,,2026-09-17 17:00:00,2026-09-17 19:00:00
setl_demo_0373,pay_demo_0373,DEMO00000000373,acc_demo_024,XXXXXX9373,HDFC0001234,1701.0,1660.86,processed,,2026-09-17 20:00:00,2026-09-17 22:00:00
setl_demo_0374,pay_demo_0374,DEMO00000000374,acc_demo_025,XXXXXX9374,HDFC0001234,1838.0,1794.62,processed,,2026-09-17 23:00:00,2026-09-18 01:00:00
setl_demo_0375,pay_demo_0375,DEMO00000000375,acc_demo_001,XXXXXX9375,HDFC0001234,1975.0,1928.39,processed,,2026-09-18 02:00:00,2026-09-18 04:00:00
setl_demo_0376,pay_demo_0376,,acc_demo_002,XXXXXX9376,HDFC0001234,2112.0,2062.16,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-09-18 05:00:00,
setl_demo_0377,pay_demo_0377,DEMO00000000377,acc_demo_003,XXXXXX9377,HDFC0001234,2249.0,2195.92,processed,,2026-09-18 08:00:00,2026-09-18 10:00:00
setl_demo_0378,pay_demo_0378,DEMO00000000378,acc_demo_004,XXXXXX9378,HDFC0001234,2386.0,2329.69,processed,,2026-09-18 11:00:00,2026-09-18 13:00:00
setl_demo_0379,pay_demo_0379,DEMO00000000379,acc_demo_005,XXXXXX9379,HDFC0001234,2523.0,2463.46,processed,,2026-09-18 14:00:00,2026-09-18 16:00:00
setl_demo_0380,pay_demo_0380,,acc_demo_006,XXXXXX9380,HDFC0001234,2660.0,2597.22,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-18 17:00:00,
setl_demo_0381,pay_demo_0381,DEMO00000000381,acc_demo_007,XXXXXX9381,HDFC0001234,2797.0,2730.99,processed,,2026-09-18 20:00:00,2026-09-18 22:00:00
setl_demo_0382,pay_demo_0382,DEMO00000000382,acc_demo_008,XXXXXX9382,HDFC0001234,2934.0,2864.76,processed,,2026-09-18 23:00:00,2026-09-19 01:00:00
setl_demo_0383,pay_demo_0383,DEMO00000000383,acc_demo_009,XXXXXX9383,HDFC0001234,3071.0,2998.52,processed,,2026-09-19 02:00:00,2026-09-19 04:00:00
setl_demo_0384,pay_demo_0384,DEMO00000000384,acc_demo_010,XXXXXX9384,HDFC0001234,3208.0,3132.29,processed,,2026-09-19 05:00:00,2026-09-19 07:00:00
setl_demo_0385,pay_demo_0385,DEMO00000000385,acc_demo_011,XXXXXX9385,HDFC0001234,3345.0,3266.06,processed,,2026-09-19 08:00:00,2026-09-19 10:00:00
setl_demo_0386,pay_demo_0386,DEMO00000000386,acc_demo_012,XXXXXX9386,HDFC0001234,3482.0,3399.82,processed,,2026-09-19 11:00:00,2026-09-19 13:00:00
setl_demo_0387,pay_demo_0387,DEMO00000000387,acc_demo_013,XXXXXX9387,HDFC0001234,3619.0,3533.59,processed,,2026-09-19 14:00:00,2026-09-19 16:00:00
setl_demo_0388,pay_demo_0388,DEMO00000000388,acc_demo_014,XXXXXX9388,HDFC0001234,3756.0,3667.36,processed,,2026-09-19 17:00:00,2026-09-19 19:00:00
setl_demo_0389,pay_demo_0389,DEMO00000000389,acc_demo_015,XXXXXX9389,HDFC0001234,3893.0,3801.13,processed,,2026-09-19 20:00:00,2026-09-19 22:00:00
setl_demo_0390,pay_demo_0390,DEMO00000000390,acc_demo_016,XXXXXX9390,HDFC0001234,4030.0,3934.89,processed,,2026-09-19 23:00:00,2026-09-20 01:00:00
setl_demo_0391,pay_demo_0391,DEMO00000000391,acc_demo_017,XXXXXX9391,HDFC0001234,4167.0,4068.66,processed,,2026-09-20 02:00:00,2026-09-20 04:00:00
setl_demo_0392,pay_demo_0392,DEMO00000000392,acc_demo_018,XXXXXX9392,HDFC0001234,4304.0,4202.43,processed,,2026-09-20 05:00:00,2026-09-20 07:00:00
setl_demo_0393,pay_demo_0393,DEMO00000000393,acc_demo_019,XXXXXX9393,HDFC0001234,4441.0,4336.19,processed,,2026-09-20 08:00:00,2026-09-20 10:00:00
setl_demo_0394,pay_demo_0394,DEMO00000000394,acc_demo_020,XXXXXX9394,HDFC0001234,4578.0,4469.96,processed,,2026-09-20 11:00:00,2026-09-20 13:00:00
setl_demo_0395,pay_demo_0395,DEMO00000000395,acc_demo_021,XXXXXX9395,HDFC0001234,4715.0,4603.73,processed,,2026-09-20 14:00:00,2026-09-20 16:00:00
setl_demo_0396,pay_demo_0396,DEMO00000000396,acc_demo_022,XXXXXX9396,HDFC0001234,4852.0,4737.49,processed,,2026-09-20 17:00:00,2026-09-20 19:00:00
setl_demo_0397,pay_demo_0397,DEMO00000000397,acc_demo_023,XXXXXX9397,HDFC0001234,4989.0,4871.26,processed,,2026-09-20 20:00:00,2026-09-20 22:00:00
setl_demo_0398,pay_demo_0398,DEMO00000000398,acc_demo_024,XXXXXX9398,HDFC0001234,5126.0,5005.03,processed,,2026-09-20 23:00:00,2026-09-21 01:00:00
setl_demo_0399,pay_demo_0399,DEMO00000000399,acc_demo_025,XXXXXX9399,HDFC0001234,5263.0,5138.79,processed,,2026-09-21 02:00:00,2026-09-21 04:00:00
setl_demo_0400,pay_demo_0400,,acc_demo_001,XXXXXX9400,HDFC0001234,5400.0,5272.56,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-21 05:00:00,
setl_demo_0401,pay_demo_0401,DEMO00000000401,acc_demo_002,XXXXXX9401,HDFC0001234,5537.0,5406.33,processed,,2026-09-21 08:00:00,2026-09-21 10:00:00
setl_demo_0402,pay_demo_0402,DEMO00000000402,acc_demo_003,XXXXXX9402,HDFC0001234,5674.0,5540.09,processed,,2026-09-21 11:00:00,2026-09-21 13:00:00
setl_demo_0403,pay_demo_0403,DEMO00000000403,acc_demo_004,XXXXXX9403,HDFC0001234,5811.0,5673.86,processed,,2026-09-21 14:00:00,2026-09-21 16:00:00
setl_demo_0404,pay_demo_0404,DEMO00000000404,acc_demo_005,XXXXXX9404,HDFC0001234,5948.0,5807.63,processed,,2026-09-21 17:00:00,2026-09-21 19:00:00
setl_demo_0405,pay_demo_0405,DEMO00000000405,acc_demo_006,XXXXXX9405,HDFC0001234,6085.0,5941.39,processed,,2026-09-21 20:00:00,2026-09-21 22:00:00
setl_demo_0406,pay_demo_0406,DEMO00000000406,acc_demo_007,XXXXXX9406,HDFC0001234,6222.0,6075.16,processed,,2026-09-21 23:00:00,2026-09-22 01:00:00
setl_demo_0407,pay_demo_0407,DEMO00000000407,acc_demo_008,XXXXXX9407,HDFC0001234,6359.0,6208.93,processed,,2026-09-22 02:00:00,2026-09-22 04:00:00
setl_demo_0408,pay_demo_0408,DEMO00000000408,acc_demo_009,XXXXXX9408,HDFC0001234,6496.0,6342.69,processed,,2026-09-22 05:00:00,2026-09-22 07:00:00
setl_demo_0409,pay_demo_0409,DEMO00000000409,acc_demo_010,XXXXXX9409,HDFC0001234,6633.0,6476.46,processed,,2026-09-22 08:00:00,2026-09-22 10:00:00
setl_demo_0410,pay_demo_0410,DEMO00000000410,acc_demo_011,XXXXXX9410,HDFC0001234,6770.0,6610.23,processed,,2026-09-22 11:00:00,2026-09-22 13:00:00
setl_demo_0411,pay_demo_0411,DEMO00000000411,acc_demo_012,XXXXXX9411,HDFC0001234,6907.0,6743.99,processed,,2026-09-22 14:00:00,2026-09-22 16:00:00
setl_demo_0412,pay_demo_0412,DEMO00000000412,acc_demo_013,XXXXXX9412,HDFC0001234,7044.0,6877.76,processed,,2026-09-22 17:00:00,2026-09-22 19:00:00
setl_demo_0413,pay_demo_0413,DEMO00000000413,acc_demo_014,XXXXXX9413,HDFC0001234,7181.0,7011.53,processed,,2026-09-22 20:00:00,2026-09-22 22:00:00
setl_demo_0414,pay_demo_0414,DEMO00000000414,acc_demo_015,XXXXXX9414,HDFC0001234,7318.0,7145.3,processed,,2026-09-22 23:00:00,2026-09-23 01:00:00
setl_demo_0415,pay_demo_0415,DEMO00000000415,acc_demo_016,XXXXXX9415,HDFC0001234,7455.0,7279.06,processed,,2026-09-23 02:00:00,2026-09-23 04:00:00
setl_demo_0416,pay_demo_0416,DEMO00000000416,acc_demo_017,XXXXXX9416,HDFC0001234,7592.0,7412.83,processed,,2026-09-23 05:00:00,2026-09-23 07:00:00
setl_demo_0417,pay_demo_0417,DEMO00000000417,acc_demo_018,XXXXXX9417,HDFC0001234,7729.0,7546.6,processed,,2026-09-23 08:00:00,2026-09-23 10:00:00
setl_demo_0418,pay_demo_0418,DEMO00000000418,acc_demo_019,XXXXXX9418,HDFC0001234,7866.0,7680.36,processed,,2026-09-23 11:00:00,2026-09-23 13:00:00
setl_demo_0419,pay_demo_0419,DEMO00000000419,acc_demo_020,XXXXXX9419,HDFC0001234,8003.0,7814.13,processed,,2026-09-23 14:00:00,2026-09-23 16:00:00
setl_demo_0420,pay_demo_0420,,acc_demo_021,XXXXXX9420,HDFC0001234,8140.0,7947.9,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-23 17:00:00,
setl_demo_0421,pay_demo_0421,DEMO00000000421,acc_demo_022,XXXXXX9421,HDFC0001234,8277.0,8081.66,processed,,2026-09-23 20:00:00,2026-09-23 22:00:00
setl_demo_0422,pay_demo_0422,DEMO00000000422,acc_demo_023,XXXXXX9422,HDFC0001234,8414.0,8215.43,processed,,2026-09-23 23:00:00,2026-09-24 01:00:00
setl_demo_0423,pay_demo_0423,,acc_demo_024,XXXXXX9423,HDFC0001234,8551.0,8349.2,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-09-24 02:00:00,
setl_demo_0424,pay_demo_0424,DEMO00000000424,acc_demo_025,XXXXXX9424,HDFC0001234,8688.0,8482.96,processed,,2026-09-24 05:00:00,2026-09-24 07:00:00
setl_demo_0425,pay_demo_0425,DEMO00000000425,acc_demo_001,XXXXXX9425,HDFC0001234,8825.0,8616.73,processed,,2026-09-24 08:00:00,2026-09-24 10:00:00
setl_demo_0426,pay_demo_0426,DEMO00000000426,acc_demo_002,XXXXXX9426,HDFC0001234,8962.0,8750.5,processed,,2026-09-24 11:00:00,2026-09-24 13:00:00
setl_demo_0427,pay_demo_0427,DEMO00000000427,acc_demo_003,XXXXXX9427,HDFC0001234,9099.0,8884.26,processed,,2026-09-24 14:00:00,2026-09-24 16:00:00
setl_demo_0428,pay_demo_0428,DEMO00000000428,acc_demo_004,XXXXXX9428,HDFC0001234,9236.0,9018.03,processed,,2026-09-24 17:00:00,2026-09-24 19:00:00
setl_demo_0429,pay_demo_0429,DEMO00000000429,acc_demo_005,XXXXXX9429,HDFC0001234,9373.0,9151.8,processed,,2026-09-24 20:00:00,2026-09-24 22:00:00
setl_demo_0430,pay_demo_0430,DEMO00000000430,acc_demo_006,XXXXXX9430,HDFC0001234,9510.0,9285.56,processed,,2026-09-24 23:00:00,2026-09-25 01:00:00
setl_demo_0431,pay_demo_0431,DEMO00000000431,acc_demo_007,XXXXXX9431,HDFC0001234,9647.0,9419.33,processed,,2026-09-25 02:00:00,2026-09-25 04:00:00
setl_demo_0432,pay_demo_0432,DEMO00000000432,acc_demo_008,XXXXXX9432,HDFC0001234,9784.0,9553.1,processed,,2026-09-25 05:00:00,2026-09-25 07:00:00
setl_demo_0433,pay_demo_0433,DEMO00000000433,acc_demo_009,XXXXXX9433,HDFC0001234,9921.0,9686.86,processed,,2026-09-25 08:00:00,2026-09-25 10:00:00
setl_demo_0434,pay_demo_0434,DEMO00000000434,acc_demo_010,XXXXXX9434,HDFC0001234,158.0,154.27,processed,,2026-09-25 11:00:00,2026-09-25 13:00:00
setl_demo_0435,pay_demo_0435,DEMO00000000435,acc_demo_011,XXXXXX9435,HDFC0001234,295.0,288.04,processed,,2026-09-25 14:00:00,2026-09-25 16:00:00
setl_demo_0436,pay_demo_0436,DEMO00000000436,acc_demo_012,XXXXXX9436,HDFC0001234,432.0,421.8,processed,,2026-09-25 17:00:00,2026-09-25 19:00:00
setl_demo_0437,pay_demo_0437,DEMO00000000437,acc_demo_013,XXXXXX9437,HDFC0001234,569.0,555.57,processed,,2026-09-25 20:00:00,2026-09-25 22:00:00
setl_demo_0438,pay_demo_0438,DEMO00000000438,acc_demo_014,XXXXXX9438,HDFC0001234,706.0,689.34,processed,,2026-09-25 23:00:00,2026-09-26 01:00:00
